PIBR01L;DGCL;RLGCL;IPCA;SELIC;TCR;DP
11.6693038081247;9.82454064914443;9.97982658184766;0.245938152681429;1.23746774697719;0.3523;66.6903146493157
11.6625319647943;9.81635231425092;9.95419117527993;0.199773660765123;1.22156636315704;1.7852;68.196080960814
11.6685335319948;9.857184702743;9.94408957271971;0.533107305744756;1.35152702084733;-3.0454;69.1936417562333
11.6903614883041;9.85708455922259;9.95241207491656;0.742017277815871;1.23895010745785;-1.3548;67.8933853998797
11.7065396656787;9.86769261410181;9.98620660755335;0.263801820300887;1.2178826895738;6.6677;67.0274311338991
11.7084661246824;9.83767252112219;9.96102419552511;0.689408900840033;1.24174328362175;9.0203;67.251329442305
11.7205963915533;9.89726715629444;10.0261636271469;1.34383032003072;1.21222082348258;6.9807;66.127374411938
11.7324018660629;9.89014432496689;10.002692151414;0.854741100321401;1.22431584848984;5.6433;65.9067057033793
11.7340993689126;9.88008360803409;10.1205040964875;0.839733872724092;1.26747079612005;6.8655;63.7101350464523
11.7547813082757;9.92746918404019;10.0744087516495;1.2990047844343;1.18704946224822;12.5977;63.955715893531
11.7592123661147;9.9382011347266;10.0725963719068;2.96408927740411;1.31031976392883;-8.7866;62.8159165250977
11.7430386117473;9.91416945544673;10.0683439666223;1.9246032770797;1.43572733571849;-0.9202;63.2118240365533
11.7546794735413;9.92010816859673;10.0951162643548;1.97590316204957;1.35099923759082;-6.8503;61.6731971902919
11.7892163322679;9.92031381524027;10.107236677925;1.40972880817445;1.37228162478012;3.6079;59.3355576174332
11.7881324999779;9.88032076418187;10.0458480538358;1.16309063524918;1.49770231651634;-4.6003;60.1100529454678
11.8114570776214;9.92360686292554;10.1437736090543;0.912013534932498;1.47961960505283;-10.5889;57.950474197635
11.7918927596739;9.94506588797054;10.1354263887025;0.663756892700893;1.49094931360404;-5.9476;60.1070773317435
11.7824889378849;9.98062133272277;10.0468557681463;0.119388813725407;1.60088306924759;-2.205;63.831166247858
11.8210923486884;9.97934808399583;10.13447300081;0.353867244364887;1.42357750854813;-0.2056;60.5068952378343
11.8190182935224;9.99001584915425;10.1399424269565;0.544735670666128;1.5696426768943;4.2984;61.3463893717692
11.8671718359486;9.98400557931681;10.1060074070073;0.899731294789895;1.52253423780273;-3.0926;59.3399421875502
11.8678788073837;10.0320892110741;10.1803703193816;0.27902838123025;1.37684136309289;-2.4884;59.3918329836462
